thread	1	1	1048576	2132532.467	2.132532467	1
thread	2	1	1048576	4682847.167	4.682847167	2.195908967
thread	4	1	1048576	11091011.87	11.09101187	5.200864249
thread	6	1	1048576	16773486.77	16.77348677	7.865524689
thread	8	1	1048576	22626685.9	22.6266859	10.61024217
thread	10	1	1048576	28389802.81	28.38980281	13.31271774
thread	12	1	1048576	34170656.58	34.17065658	16.0235106
thread	14	1	1048576	39984117.83	39.98411783	18.74959395
thread	16	1	1048576	45881049.57	45.88104957	21.51481878
thread	18	1	1048576	51680762.01	51.68076201	24.23445496
thread	20	1	1048576	57709064.57	57.70906457	27.06128299
thread	22	1	1048576	63608581.8	63.6085818	29.82772023
thread	24	1	1048576	69868574.13	69.86857413	32.76319363
thread	26	1	1048576	75994398.35	75.99439835	35.63575211
thread	28	1	1048576	81968527.67	81.96852767	38.4371769
thread	30	1	1048576	87928409.33	87.92840933	41.2319206
thread	32	1	1048576	94318249.7	94.3182497	44.22828312
thread	34	1	1048576	100334895.8	100.3348958	47.04964515
thread	36	1	1048576	105665878.8	105.6658788	49.54948186
thread	38	1	1048576	112487138.2	112.4871382	52.74814802
thread	40	1	1048576	118370347.2	118.3703472	55.50693788
thread	42	1	1048576	124742413.8	124.7424138	58.49496584
thread	44	1	1048576	128693503.8	128.6935038	60.34773484
thread	46	1	1048576	136147231.5	136.1472315	63.84298183
thread	48	1	1048576	141358477.2	141.3584772	66.2866706
