global_async	1	1	1048576	20298713
global_async	2	1	1048576	44288521
global_async	4	1	1048576	108066325
global_async	6	1	1048576	162299882
global_async	8	1	1048576	219743140
global_async	10	1	1048576	273626862
global_async	12	1	1048576	329962721
global_async	14	1	1048576	388553287
global_async	16	1	1048576	445167938
global_async	18	1	1048576	502158450
global_async	20	1	1048576	561042363
global_async	22	1	1048576	618506179
global_async	24	1	1048576	677036364
global_async	26	1	1048576	733604938
global_async	28	1	1048576	791894965
global_async	30	1	1048576	853237981
global_async	32	1	1048576	910378306
global_async	34	1	1048576	943521875
global_async	36	1	1048576	1017836415
global_async	38	1	1048576	1084334460
global_async	40	1	1048576	1140824283
global_async	42	1	1048576	1199126653
global_async	44	1	1048576	1245485264
global_async	46	1	1048576	1297382327
global_async	48	1	1048576	1356837538
