0.0 1 3212867
0.0 2 2530772
0.0 4 3753074
0.0 6 3913222
0.0 8 5755599
0.0 10 7097476
0.0 12 6679721
0.0 14 9227640
0.0 16 10521814
0.0 18 10958034
0.0 20 12206199
0.0 22 13374441
0.0 24 14149756
0.0 26 15483039
0.0 28 16228605
0.0 30 16673627
0.0 32 17914045
0.0 34 18640851
0.0 36 19149428
0.0 38 11810978
0.0 40 8691336
0.0 42 7513321
0.0 44 6290575
0.0 46 5858833
0.0 48 5018363

0.1 1 3024704
0.1 2 2393054
0.1 4 3586089
0.1 6 3863272
0.1 8 5765126
0.1 10 6820577
0.1 12 6322252
0.1 14 6895667
0.1 16 10285627
0.1 18 10842452
0.1 20 7142842
0.1 22 13274933
0.1 24 13928117
0.1 26 15279066
0.1 28 16093773
0.1 30 16634807
0.1 32 17653667
0.1 34 18543775
0.1 36 19362271
0.1 38 11305716
0.1 40 8953775
0.1 42 7569666
0.1 44 6397588
0.1 46 5842603
0.1 48 5169495

0.2 1 2998793
0.2 2 2400717
0.2 4 3614398
0.2 6 3934585
0.2 8 5759234
0.2 10 6967017
0.2 12 7602995
0.2 14 9261420
0.2 16 10469792
0.2 18 10905983
0.2 20 12279520
0.2 22 12369598
0.2 24 14074808
0.2 26 15174184
0.2 28 16189698
0.2 30 16767818
0.2 32 17886022
0.2 34 19049079
0.2 36 19317621
0.2 38 12220606
0.2 40 9370849
0.2 42 7852070
0.2 44 6824657
0.2 46 6338352
0.2 48 5725551

0.3 1 2963065
0.3 2 2482045
0.3 4 3662324
0.3 6 3797011
0.3 8 5572491
0.3 10 7069234
0.3 12 7341876
0.3 14 9168521
0.3 16 10315882
0.3 18 10873913
0.3 20 12073610
0.3 22 13306536
0.3 24 14234074
0.3 26 15497298
0.3 28 16574026
0.3 30 16935755
0.3 32 18267208
0.3 34 19090555
0.3 36 15515139
0.3 38 12260330
0.3 40 9886967
0.3 42 8325328
0.3 44 7186532
0.3 46 6808331
0.3 48 6107073

0.4 1 2947620
0.4 2 2554868
0.4 4 3713899
0.4 6 3916128
0.4 8 5956581
0.4 10 5995397
0.4 12 7621510
0.4 14 9057205
0.4 16 10665507
0.4 18 10974698
0.4 20 12453282
0.4 22 13464200
0.4 24 14280139
0.4 26 15754029
0.4 28 16741547
0.4 30 17369180
0.4 32 18477489
0.4 34 19601045
0.4 36 20164821
0.4 38 13550291
0.4 40 6933958
0.4 42 8956399
0.4 44 7688873
0.4 46 7230206
0.4 48 6609108

0.5 1 2936014
0.5 2 2626322
0.5 4 3790501
0.5 6 3899183
0.5 8 5989953
0.5 10 7234166
0.5 12 7610635
0.5 14 9539035
0.5 16 10817943
0.5 18 11078888
0.5 20 12654797
0.5 22 13949052
0.5 24 6518439
0.5 26 16022602
0.5 28 17176895
0.5 30 17669158
0.5 32 19025768
0.5 34 20466082
0.5 36 20853024
0.5 38 7617248
0.5 40 11331421
0.5 42 9957792
0.5 44 6336231
0.5 46 8004308
0.5 48 7669738

0.6 1 2946588
0.6 2 2733024
0.6 4 3848442
0.6 6 3989932
0.6 8 6172726
0.6 10 7542901
0.6 12 6470887
0.6 14 7003153
0.6 16 11075520
0.6 18 7537384
0.6 20 12996061
0.6 22 14335400
0.6 24 14689885
0.6 26 6500463
0.6 28 17718821
0.6 30 18219342
0.6 32 19932035
0.6 34 21139926
0.6 36 21450097
0.6 38 15342580
0.6 40 12354806
0.6 42 7062481
0.6 44 9816690
0.6 46 9055487
0.6 48 8365600

0.7 1 2967587
0.7 2 2872543
0.7 4 3984755
0.7 6 4090750
0.7 8 6502078
0.7 10 7771782
0.7 12 7993934
0.7 14 10163618
0.7 16 7444171
0.7 18 11573876
0.7 20 13622978
0.7 22 14758921
0.7 24 15039076
0.7 26 17231290
0.7 28 18276760
0.7 30 18423401
0.7 32 20607373
0.7 34 8591579
0.7 36 22310604
0.7 38 16880971
0.7 40 13997832
0.7 42 8265884
0.7 44 11428194
0.7 46 10457248
0.7 48 10039050

0.8 1 2924702
0.8 2 3050557
0.8 4 4114771
0.8 6 4187405
0.8 8 6934400
0.8 10 8092789
0.8 12 8239589
0.8 14 10724721
0.8 16 11906214
0.8 18 7337197
0.8 20 14311316
0.8 22 15374390
0.8 24 15670572
0.8 26 17946794
0.8 28 19113902
0.8 30 19232192
0.8 32 8919389
0.8 34 23034000
0.8 36 23057965
0.8 38 18663923
0.8 40 7379261
0.8 42 14507722
0.8 44 13544921
0.8 46 12838607
0.8 48 12307243

0.9 1 3022613
0.9 2 3141672
0.9 4 4235046
0.9 6 4319096
0.9 8 7447237
0.9 10 6916173
0.9 12 8560428
0.9 14 11289183
0.9 16 12325253
0.9 18 12516245
0.9 20 15310896
0.9 22 16330884
0.9 24 16335554
0.9 26 9903316
0.9 28 20097214
0.9 30 20309256
0.9 32 10319736
0.9 34 24111010
0.9 36 24349508
0.9 38 21348226
0.9 40 19646465
0.9 42 18272088
0.9 44 17542173
0.9 46 16832439
0.9 48 16339209

1.0 1 3043002
1.0 2 3507984
1.0 4 4283491
1.0 6 4533561
1.0 8 7977103
1.0 10 8729610
1.0 12 9005549
1.0 14 12164702
1.0 16 12880397
1.0 18 13201969
1.0 20 16571779
1.0 22 17141179
1.0 24 17423089
1.0 26 20561832
1.0 28 21490630
1.0 30 21486386
1.0 32 25250398
1.0 34 25804256
1.0 36 13125327
1.0 38 13677851
1.0 40 25764845
1.0 42 25941466
1.0 44 26082060
1.0 46 25911965
1.0 48 25900538

