1 2872045
2 5966948
4 12272059
6 18644264
8 25189970
10 31579749
12 38304226
14 44695618
16 50963977
18 57976314
20 64436575
22 71055134
24 74392222
26 83357285
28 88157905
30 96074550
32 103987173
34 104996821
36 113868658
38 114898972
40 105765708
42 107968560
44 130274160
46 112741960
48 143829524
