0.0 1 2809888
0.0 2 2509939
0.0 4 3673593
0.0 6 3819536
0.0 8 5636720
0.0 10 6952794
0.0 12 6549483
0.0 14 8957794
0.0 16 10204424
0.0 18 10611418
0.0 20 11985167
0.0 22 13096575
0.0 24 13842764
0.0 26 7257864
0.0 28 7224724
0.0 30 15859607
0.0 32 16736605
0.0 34 16753335
0.0 36 16766648
0.0 38 15082232
0.0 40 14124220
0.0 42 15731822
0.0 44 14944425
0.0 46 14195272
0.0 48 13749991

0.1 1 2602634
0.1 2 2382218
0.1 4 3585264
0.1 6 3842807
0.1 8 5311502
0.1 10 6958314
0.1 12 6379648
0.1 14 9071918
0.1 16 10167471
0.1 18 10726979
0.1 20 12211417
0.1 22 13263283
0.1 24 13857458
0.1 26 15363857
0.1 28 16161569
0.1 30 16854981
0.1 32 18045258
0.1 34 18727181
0.1 36 16266827
0.1 38 15783375
0.1 40 13314151
0.1 42 12682053
0.1 44 14844375
0.1 46 14320520
0.1 48 6305862

0.2 1 2593001
0.2 2 2458587
0.2 4 3627669
0.2 6 3854271
0.2 8 5607640
0.2 10 6916775
0.2 12 7556268
0.2 14 6722973
0.2 16 10333124
0.2 18 7253427
0.2 20 12092733
0.2 22 13080725
0.2 24 13760948
0.2 26 14844535
0.2 28 15444812
0.2 30 16006803
0.2 32 17987309
0.2 34 18883774
0.2 36 18566687
0.2 38 18158192
0.2 40 17113442
0.2 42 16190083
0.2 44 15352378
0.2 46 14561362
0.2 48 14464517

0.3 1 2570817
0.3 2 2479512
0.3 4 3624117
0.3 6 3879714
0.3 8 5637142
0.3 10 7173294
0.3 12 7587963
0.3 14 6761067
0.3 16 10411840
0.3 18 7118743
0.3 20 11716823
0.3 22 13006565
0.3 24 14151772
0.3 26 15479175
0.3 28 6597012
0.3 30 17224023
0.3 32 17716604
0.3 34 19073833
0.3 36 19896562
0.3 38 18709564
0.3 40 17483940
0.3 42 16664582
0.3 44 15985182
0.3 46 15459221
0.3 48 7316479

0.4 1 2550912
0.4 2 2525922
0.4 4 3570083
0.4 6 3876135
0.4 8 5694843
0.4 10 7049235
0.4 12 7623043
0.4 14 9269021
0.4 16 10426205
0.4 18 10923729
0.4 20 11703537
0.4 22 13024724
0.4 24 14035291
0.4 26 15784329
0.4 28 16925451
0.4 30 6337244
0.4 32 17369703
0.4 34 20048934
0.4 36 20338946
0.4 38 19173548
0.4 40 18081003
0.4 42 17196287
0.4 44 16712268
0.4 46 16254049
0.4 48 15503677

0.5 1 2548943
0.5 2 2489226
0.5 4 3766866
0.5 6 3969370
0.5 8 5891668
0.5 10 7297011
0.5 12 7626285
0.5 14 9230960
0.5 16 10743752
0.5 18 11162493
0.5 20 12097861
0.5 22 13947609
0.5 24 14478701
0.5 26 16068617
0.5 28 17214710
0.5 30 6369825
0.5 32 19098116
0.5 34 7638176
0.5 36 20504338
0.5 38 19820084
0.5 40 18900562
0.5 42 18173494
0.5 44 17685117
0.5 46 16908981
0.5 48 16699480

0.6 1 2547233
0.6 2 2565789
0.6 4 3852737
0.6 6 4032746
0.6 8 6220154
0.6 10 7415183
0.6 12 6398198
0.6 14 9733506
0.6 16 11048752
0.6 18 11346877
0.6 20 13022422
0.6 22 14263372
0.6 24 14734655
0.6 26 15880221
0.6 28 17751704
0.6 30 18065552
0.6 32 6890208
0.6 34 21146659
0.6 36 21428954
0.6 38 20256880
0.6 40 19422411
0.6 42 19210944
0.6 44 18786096
0.6 46 18190505
0.6 48 17849220

0.7 1 2569468
0.7 2 2807471
0.7 4 3970740
0.7 6 3962432
0.7 8 6380031
0.7 10 6148235
0.7 12 7982550
0.7 14 10184300
0.7 16 11340524
0.7 18 11572070
0.7 20 13682405
0.7 22 14832863
0.7 24 15143714
0.7 26 17194399
0.7 28 18406736
0.7 30 7295649
0.7 32 20682152
0.7 34 21951520
0.7 36 6785524
0.7 38 21485198
0.7 40 20840941
0.7 42 20422353
0.7 44 19976439
0.7 46 19596290
0.7 48 19293631

0.8 1 2598962
0.8 2 2925871
0.8 4 3846408
0.8 6 4200484
0.8 8 6849031
0.8 10 8095447
0.8 12 8240499
0.8 14 10711735
0.8 16 7153689
0.8 18 12021294
0.8 20 14395138
0.8 22 15542826
0.8 24 15713814
0.8 26 18159843
0.8 28 8519942
0.8 30 19398172
0.8 32 21774334
0.8 34 22660856
0.8 36 23023327
0.8 38 22580840
0.8 40 21828296
0.8 42 7727678
0.8 44 20159490
0.8 46 19428575
0.8 48 20607865

0.9 1 2613745
0.9 2 3099266
0.9 4 4285545
0.9 6 4273085
0.9 8 6199263
0.9 10 8454530
0.9 12 8545787
0.9 14 11338069
0.9 16 12475865
0.9 18 12482294
0.9 20 15280349
0.9 22 16290698
0.9 24 16405281
0.9 26 19196761
0.9 28 20342914
0.9 30 9810475
0.9 32 23271188
0.9 34 24242911
0.9 36 24239677
0.9 38 24007127
0.9 40 23748275
0.9 42 23600658
0.9 44 23563332
0.9 46 23336402
0.9 48 23307566

1.0 1 2625464
1.0 2 3172946
1.0 4 4213529
1.0 6 4352077
1.0 8 7643043
1.0 10 8824087
1.0 12 7703715
1.0 14 11952064
1.0 16 12781053
1.0 18 13035134
1.0 20 16289943
1.0 22 10639595
1.0 24 17340803
1.0 26 12014076
1.0 28 21404934
1.0 30 21498539
1.0 32 24927819
1.0 34 25807605
1.0 36 26055193
1.0 38 25871949
1.0 40 25902030
1.0 42 25919483
1.0 44 26190082
1.0 46 26094485
1.0 48 26130538

