0.0 1 3437079
0.0 2 3092253
0.0 4 4760761
0.0 6 5764414
0.0 8 4718518
0.0 10 4222381
0.0 12 4239707
0.0 14 3992574
0.0 16 3864019
0.0 18 3827424
0.0 20 3261976
0.0 22 3435728
0.0 24 3367350
0.0 26 3378579
0.0 28 3261011
0.0 30 2996785
0.0 32 3134913
0.0 34 3288127
0.0 36 3072483
0.0 38 3123626
0.0 40 3268814
0.0 42 3294503
0.0 44 3301030
0.0 46 3304619
0.0 48 3312692

0.1 1 3048779
0.1 2 2742946
0.1 4 4271422
0.1 6 5376549
0.1 8 4964208
0.1 10 4358499
0.1 12 4344748
0.1 14 3832321
0.1 16 3835915
0.1 18 3693084
0.1 20 3571598
0.1 22 3269611
0.1 24 3132284
0.1 26 3365662
0.1 28 2792866
0.1 30 3104538
0.1 32 3132503
0.1 34 2934588
0.1 36 2880082
0.1 38 3222247
0.1 40 3246808
0.1 42 2972946
0.1 44 3273085
0.1 46 3239325
0.1 48 3253586

0.2 1 3054915
0.2 2 2758857
0.2 4 4335223
0.2 6 5452577
0.2 8 4778715
0.2 10 4342689
0.2 12 4324388
0.2 14 3860087
0.2 16 3872258
0.2 18 3757493
0.2 20 3630570
0.2 22 3266504
0.2 24 2953260
0.2 26 3306385
0.2 28 2782402
0.2 30 2307246
0.2 32 3150352
0.2 34 2862123
0.2 36 2670945
0.2 38 3119760
0.2 40 3205878
0.2 42 3283843
0.2 44 3288163
0.2 46 3273870
0.2 48 3279084

0.3 1 3025016
0.3 2 2796076
0.3 4 4377768
0.3 6 5488486
0.3 8 4466969
0.3 10 4425144
0.3 12 4382513
0.3 14 3810952
0.3 16 3814132
0.3 18 3824901
0.3 20 3461824
0.3 22 3437108
0.3 24 3401658
0.3 26 3323085
0.3 28 3331906
0.3 30 3214864
0.3 32 3248429
0.3 34 2844362
0.3 36 2920591
0.3 38 3154661
0.3 40 3184356
0.3 42 3344714
0.3 44 3257948
0.3 46 3292570
0.3 48 3277819

0.4 1 3005187
0.4 2 2850512
0.4 4 4470563
0.4 6 5478930
0.4 8 4633298
0.4 10 4642338
0.4 12 4459096
0.4 14 3884413
0.4 16 3803331
0.4 18 3771600
0.4 20 3639122
0.4 22 3393075
0.4 24 3356985
0.4 26 3167321
0.4 28 3343124
0.4 30 2698437
0.4 32 3314329
0.4 34 3182040
0.4 36 2972743
0.4 38 3226900
0.4 40 3173610
0.4 42 3188589
0.4 44 3294890
0.4 46 3334963
0.4 48 3263076

0.5 1 3003798
0.5 2 2935478
0.5 4 4596052
0.5 6 5640214
0.5 8 4827368
0.5 10 4396286
0.5 12 4368541
0.5 14 3936929
0.5 16 3984357
0.5 18 3843396
0.5 20 3600271
0.5 22 3535232
0.5 24 3118342
0.5 26 3141507
0.5 28 3171458
0.5 30 2959928
0.5 32 3311249
0.5 34 2904490
0.5 36 2812191
0.5 38 3249458
0.5 40 3162723
0.5 42 3080983
0.5 44 3342828
0.5 46 3314879
0.5 48 3324370

0.6 1 3008913
0.6 2 3055806
0.6 4 4789215
0.6 6 5778477
0.6 8 4933991
0.6 10 4650100
0.6 12 4336006
0.6 14 4018748
0.6 16 3911480
0.6 18 3886113
0.6 20 3559442
0.6 22 3477684
0.6 24 3456954
0.6 26 3256730
0.6 28 3290819
0.6 30 3336820
0.6 32 3224380
0.6 34 3142853
0.6 36 3236600
0.6 38 3176919
0.6 40 3223804
0.6 42 3329191
0.6 44 3404889
0.6 46 3403556
0.6 48 3295150

0.7 1 3034118
0.7 2 3206146
0.7 4 4986178
0.7 6 5835421
0.7 8 4969028
0.7 10 4664156
0.7 12 4384592
0.7 14 3874189
0.7 16 3952340
0.7 18 3795077
0.7 20 3496682
0.7 22 3491875
0.7 24 3481350
0.7 26 3200153
0.7 28 3112885
0.7 30 3311701
0.7 32 3212493
0.7 34 3127384
0.7 36 3080702
0.7 38 3313894
0.7 40 3257795
0.7 42 3417083
0.7 44 3455804
0.7 46 3405931
0.7 48 3436476

0.8 1 3040026
0.8 2 3413336
0.8 4 5269341
0.8 6 5937124
0.8 8 5023506
0.8 10 4610561
0.8 12 4339712
0.8 14 4024905
0.8 16 3851368
0.8 18 3784100
0.8 20 3669357
0.8 22 3490039
0.8 24 3369944
0.8 26 3392915
0.8 28 3103166
0.8 30 3031945
0.8 32 3335961
0.8 34 3314262
0.8 36 3206505
0.8 38 3335493
0.8 40 3415358
0.8 42 3369538
0.8 44 3438087
0.8 46 3465641
0.8 48 3398944

0.9 1 3049909
0.9 2 3653066
0.9 4 5678058
0.9 6 5941482
0.9 8 4451419
0.9 10 4292551
0.9 12 4303977
0.9 14 3799820
0.9 16 3800774
0.9 18 3710347
0.9 20 3682180
0.9 22 3482766
0.9 24 3401147
0.9 26 3384972
0.9 28 3288547
0.9 30 3050015
0.9 32 3244532
0.9 34 3406136
0.9 36 3248965
0.9 38 3247457
0.9 40 3390570
0.9 42 3424084
0.9 44 3503655
0.9 46 3545480
0.9 48 3603035

1.0 1 3068254
1.0 2 3966790
1.0 4 5395518
1.0 6 6078191
1.0 8 4709716
1.0 10 4195266
1.0 12 4225623
1.0 14 3731920
1.0 16 3944086
1.0 18 3758338
1.0 20 3500413
1.0 22 3513058
1.0 24 3486121
1.0 26 3298659
1.0 28 3308447
1.0 30 3415507
1.0 32 3205919
1.0 34 3325753
1.0 36 3160269
1.0 38 3220938
1.0 40 3329174
1.0 42 3441874
1.0 44 3455631
1.0 46 3492578
1.0 48 3565423

