global	1	9059077
global	2	15096957
global	4	27659172
global	6	38229783
global	8	42394039
global	10	48456193
global	12	53789037
global	14	51507690
global	16	54573912
global	18	51002417
global	20	52609742
global	22	49877123
global	24	47626594
global	26	46318028
global	28	45247273
global	30	43001377
global	32	38857128
global	34	39206160
global	36	38065098
global	38	37218374
global	40	36731798
global	42	29470024
global	44	33365053
global	46	28601813
global	48	28401784
