global	1	47093472
global	2	70693409
global	4	94856803
global	6	103435929
global	8	100166113
global	10	83571570
global	12	52117717
global	14	45477519
global	16	34108725
global	18	31204687
global	20	29626972
global	22	24159796
global	24	21926380
global	26	19930418
global	28	18520045
global	30	17506772
global	32	18310674
global	34	16133145
global	36	15019921
global	38	14845419
global	40	14375792
global	42	13671438
global	44	14054910
global	46	13223133
global	48	13599112
