1 2902242
2 3498726
4 4314642
6 4505224
8 8043866
10 8829922
12 9014490
14 12343468
16 12965138
18 13065892
20 16604803
22 17323127
24 17496365
26 21105234
28 21554736
30 21601568
32 13472958
34 25970012
36 25994376
38 26068283
40 26089810
42 26130684
44 12249053
46 26162095
48 26158457
