1 4627464
2 5272454
4 6610202
6 5604390
8 4433098
10 4173071
12 4212113
14 3986522
16 3933755
18 3650774
20 3645340
22 3541644
24 3486327
26 3488190
28 3154723
30 3227102
32 3242844
34 3297208
36 3148045
38 3432779
40 3403433
42 3586948
44 3584311
46 3585068
48 3543351
