1 3206754
2 6486201
4 12845827
6 19443247
8 25992899
10 32440716
12 38965161
14 45533044
16 52180253
18 58330243
20 64843435
22 71287961
24 77135222
26 83947761
28 90685754
30 96116120
32 102340361
34 108915640
36 114579855
38 119961824
40 127087479
42 131957907
44 138808133
46 144595231
48 149046141
