global	1	1	1048576	2154474.533
global	2	1	1048576	2516450.967
global	4	1	1048576	3229428.633
global	6	1	1048576	3333030.233
global	8	1	1048576	3226505.067
global	10	1	1048576	3162829.4
global	12	1	1048576	3130675.9
global	14	1	1048576	3145162.3
global	16	1	1048576	3185720.167
global	18	1	1048576	3152919.5
global	20	1	1048576	3180537.1
global	22	1	1048576	3174355.667
global	24	1	1048576	3211889.3
global	26	1	1048576	3180149.3
global	28	1	1048576	3161225.167
global	30	1	1048576	3199597.3
global	32	1	1048576	3181239.033
global	34	1	1048576	3098303.533
global	36	1	1048576	3135267.733
global	38	1	1048576	3065344.1
global	40	1	1048576	3040595.333
global	42	1	1048576	3059942.8
global	44	1	1048576	3048715.667
global	46	1	1048576	3058184.2
global	48	1	1048576	3030243.5
