global_async	1	0.8	1048576	20700312
global_async	2	0.8	1048576	34222493
global_async	4	0.8	1048576	69247102
global_async	6	0.8	1048576	100639660
global_async	8	0.8	1048576	134227145
global_async	10	0.8	1048576	163494296
global_async	12	0.8	1048576	195338280
global_async	14	0.8	1048576	225752591
global_async	16	0.8	1048576	254323350
global_async	18	0.8	1048576	288801053
global_async	20	0.8	1048576	312037248
global_async	22	0.8	1048576	344120521
global_async	24	0.8	1048576	369702154
global_async	26	0.8	1048576	401060910
global_async	28	0.8	1048576	430626844
global_async	30	0.8	1048576	451254973
global_async	32	0.8	1048576	478782084
global_async	34	0.8	1048576	506488183
global_async	36	0.8	1048576	528059105
global_async	38	0.8	1048576	544805448
global_async	40	0.8	1048576	585393198
global_async	42	0.8	1048576	593211664
global_async	44	0.8	1048576	501922262
global_async	46	0.8	1048576	571105354
global_async	48	0.8	1048576	653157234
