thread	1	46193033
thread	2	78340514
thread	4	137426245
thread	6	178698611
thread	8	113973361
thread	10	62330234
thread	12	48755263
thread	14	38282576
thread	16	31433487
thread	18	26178367
thread	20	24808674
thread	22	21971990
thread	24	18598458
thread	26	17492484
thread	28	15371340
thread	30	14737058
thread	32	14097937
thread	34	13975864
thread	36	13497465
thread	38	14039167
thread	40	14112455
thread	42	14180970
thread	44	13405162
thread	46	13569979
thread	48	13903716
