thread	1	0.8	1048576	2168169	2.168169	1
thread	2	0.8	1048576	3727078.367	3.727078367	1.718998089
thread	4	0.8	1048576	6904869.167	6.904869167	3.184654502
thread	6	0.8	1048576	10227818.4	10.2278184	4.717260693
thread	8	0.8	1048576	13213498.9	13.2134989	6.094312251
thread	10	0.8	1048576	16241387.7	16.2413877	7.490831065
thread	12	0.8	1048576	19511346.29	19.51134629	8.998996982
thread	14	0.8	1048576	22656410.3	22.6564103	10.44955919
thread	16	0.8	1048576	26012941.33	26.01294133	11.99765393
thread	18	0.8	1048576	29138741.2	29.1387412	13.43933116
thread	20	0.8	1048576	31798837.67	31.79883767	14.66621729
thread	22	0.8	1048576	35375531.3	35.3755313	16.31585513
thread	24	0.8	1048576	37413409.9	37.4134099	17.25576277
thread	26	0.8	1048576	40355438.63	40.35543863	18.61268131
thread	28	0.8	1048576	43389310.93	43.38931093	20.01195983
thread	30	0.8	1048576	46656631.58	46.65663158	21.51890908
thread	32	0.8	1048576	49231853	49.231853	22.70664925
thread	34	0.8	1048576	51879654.9	51.8796549	23.92786489
thread	36	0.8	1048576	49255742.23	49.25574223	22.71766741
thread	38	0.8	1048576	56569034.53	56.56903453	26.09069428
thread	40	0.8	1048576	59290230.43	59.29023043	27.34576061
thread	42	0.8	1048576	62227688.03	62.22768803	28.70057087
thread	44	0.8	1048576	64312589.55	64.31258955	29.66216635
thread	46	0.8	1048576	65284150.73	65.28415073	30.1102685
thread	48	0.8	1048576	67838531.3	67.8385313	31.28839648
